F_FacultyID,F_FirstName,F_LastName,F_YearsEmployed,F_DepartmentID,F_Title
14084,Laurence,Tate,28,31,Instructor
14085,Carl,Silver,34,71,Assistant Professor
14086,Lawrence,Pate,8,51,Professor
14087,Norman,Christian,18,26,Professor Emeritus
14088,Marie,Greene,45,19,Professor
14089,Kate,Bender,17,70,Professor
14090,Gayle,Burnett,43,33,Adjunct Professor
14091,Danny,Briggs,45,41,Instructor
14092,Phyllis,Woodard,17,66,Adjunct Professor
14093,Cathy,Rosen,27,28,Professor Emeritus
14094,Chad,Lynn,13,65,Professor Emeritus
14095,Tina,Whitley,30,56,Adjunct Professor
14096,Catherine,Buck,47,63,Assistant Professor
14097,Deborah,Pritchard,34,13,Professor Emeritus
14098,Rose,Mack,23,20,Associate Professor
14099,Dan,Friedman,50,29,Adjunct Professor
14100,Lucille,Hinton,47,58,Professor
14101,Geoffrey,Hodges,10,12,Instructor
14102,Ernest,Meyer,44,63,Assistant Professor
14103,Jessica,Myers,47,4,Associate Professor
14104,Troy,Hardin,33,79,Assistant Professor
14105,Marcia,Marsh,31,7,Professor Emeritus
14106,Earl,Clarke,9,15,Instructor
14107,Clyde,Baxter,18,80,Assistant Professor
14108,Alvin,Boyette,49,33,Adjunct Professor
14109,Kate,Deal,41,7,Professor Emeritus
14110,June,Burgess,39,68,Professor Emeritus
14111,Suzanne,Finch,30,68,Instructor
14112,Alexandra,Langston,21,71,Professor Emeritus
14113,Lindsay,Farrell,5,48,Assistant Professor
14114,Bryan,Burns,37,3,Adjunct Professor
14115,Jonathan,Mullins,17,75,Instructor
14116,Calvin,Parks,23,74,Associate Professor
14117,Ken,Preston,15,78,Adjunct Professor
14118,Vicki,Justice,43,67,Instructor
14119,Amanda,Lindsey,15,25,Professor Emeritus
14120,Kenneth,Weber,37,80,Professor Emeritus
14121,Tina,Fernandez,8,23,Professor Emeritus
14122,Jean,Fletcher,4,43,Professor
14123,Rachel,Anderson,39,38,Instructor
14124,Charlotte,Camp,6,30,Associate Professor
14125,Sean,Carlson,4,38,Professor
14126,Kristen,Gilliam,15,12,Adjunct Professor
14127,Alfred,Keith,19,77,Assistant Professor
14128,Crystal,Becker,11,9,Professor Emeritus
14129,Caroline,McGee,5,29,Assistant Professor
14130,Leroy,Sherman,15,63,Professor Emeritus
14131,Alexander,House,19,15,Assistant Professor
14132,Sherry,Zimmerman,26,3,Adjunct Professor
14133,Grace,Yu,16,53,Professor Emeritus
14134,Hilda,Garrett,37,34,Instructor
14135,Allan,Hwang,20,22,Professor
14136,Samuel,Gould,46,59,Assistant Professor
14137,LeRoy,Bloom,7,31,Professor Emeritus
14138,Jeanette,Smith,29,21,Assistant Professor
14139,Connie,Singh,15,72,Professor Emeritus
14140,Andrea,Dorsey,25,25,Instructor
14141,Debra,Adler,7,80,Instructor
14142,Dorothy,Garrison,13,59,Instructor
14143,Linda,Braun,17,27,Instructor
14144,Beverly,Britt,44,12,Instructor
14145,Curtis,McLean,24,72,Professor Emeritus
14146,Leonard,Rhodes,18,70,Assistant Professor
14147,Brent,Kirkland,37,51,Professor
14148,Jonathan,Kelley,15,61,Assistant Professor
14149,Gregory,Bynum,34,9,Associate Professor
14150,Frederick,Donnelly,10,44,Professor Emeritus
14151,Don,Peele,43,61,Professor Emeritus
14152,Carmen,Beck,47,53,Professor
14153,Heidi,Rose,9,80,Adjunct Professor
14154,Lauren,Hardin,10,32,Assistant Professor
14155,Karl,Davies,9,62,Instructor
14156,Meredith,Robinson,27,67,Professor Emeritus
14157,Guy,Cassidy,20,78,Associate Professor
14158,Marsha,McFarland,42,65,Adjunct Professor
14159,Kristina,Capps,38,79,Professor
14160,Marion,Rouse,3,61,Professor
14161,Cameron,Morrow,23,3,Associate Professor
14162,Peter,Zimmerman,35,50,Assistant Professor
14163,Ernest,Bender,24,11,Professor
14164,Maureen,Banks,37,42,Professor Emeritus
14165,Mark,Mangum,15,2,Assistant Professor
14166,Arnold,McNeill,48,8,Associate Professor
14167,Maxine,Riley,25,76,Professor
14168,Christine,May,37,68,Adjunct Professor
14169,April,Langston,25,54,Associate Professor
14170,Arnold,Sykes,28,48,Associate Professor
14171,Veronica,Ferguson,48,53,Professor Emeritus
14172,Jessica,Starr,1,5,Associate Professor
14173,Harold,Kane,36,13,Professor Emeritus
14174,Jacob,McIntosh,13,55,Associate Professor
14175,Elsie,York,5,69,Professor
14176,Gregory,Sherman,17,69,Professor
14177,Cecil,Barbee,34,41,Assistant Professor
14178,Tina,Duffy,14,45,Instructor
14179,Jackie,Owens,5,24,Instructor
14180,Connie,Chu,6,38,Professor
14181,Joel,Sharp,39,6,Adjunct Professor
14182,Wade,Farrell,40,59,Assistant Professor
14183,Joan,Gregory,23,19,Associate Professor
14184,Jordan,Woodard,18,30,Adjunct Professor
14185,Alice,Maynard,33,70,Associate Professor
14186,Anthony,Walters,31,49,Professor
14187,Rose,Bishop,46,83,Associate Professor
14188,Dan,Avery,13,22,Instructor
14189,Tammy,Terrell,49,75,Instructor
14190,Valerie,Stevens,8,2,Professor
14191,Gloria,Roberts,46,76,Assistant Professor
14192,Adam,Guthrie,43,20,Professor Emeritus
14193,Diana,Summers,45,7,Assistant Professor
14194,Douglas,Pollard,20,30,Assistant Professor
14195,Marjorie,Finley,7,38,Instructor
14196,Dianne,Coleman,42,58,Instructor
14197,Eddie,Sutherland,49,73,Professor
14198,Claude,Little,44,66,Instructor
14199,Suzanne,Jacobson,16,7,Adjunct Professor
14200,Ian,Herbert,14,73,Professor
14201,Tara,Berman,22,31,Assistant Professor
14202,Christine,Booth,13,14,Adjunct Professor
14203,Jackie,Sutton,43,47,Professor Emeritus
14204,Donald,Crowder,50,54,Adjunct Professor
14205,Gregory,Pennington,33,52,Instructor
14206,Nina,Lamm,3,3,Professor
14207,Stephen,Lowry,9,81,Professor
14208,Ronald,Peterson,18,71,Adjunct Professor
14209,Stacy,Snow,38,7,Assistant Professor
14210,Tammy,Dougherty,26,58,Professor
14211,Jeremy,Watkins,10,25,Associate Professor
14212,Leslie,Forbes,20,81,Adjunct Professor
14213,Dolores,Peck,2,79,Adjunct Professor
14214,Brent,Bush,8,61,Assistant Professor
14215,Roy,Pritchard,2,15,Assistant Professor
14216,Hannah,Lane,37,7,Instructor
14217,Ray,Leach,35,9,Professor
14218,Juanita,Kahn,44,66,Adjunct Professor
14219,Vivian,O'Neill,21,22,Professor
14220,Bill,Moss,35,74,Instructor
14221,Norman,Hu,2,81,Assistant Professor
14222,Eleanor,Lanier,43,24,Instructor
14223,Nina,Honeycutt,11,42,Professor Emeritus
14224,Arlene,Boone,38,14,Professor
14225,Ted,Nance,38,21,Professor
14226,Brian,McCoy,48,62,Instructor
14227,Claire,Sloan,25,70,Assistant Professor
14228,Molly,Baxter,17,42,Professor Emeritus
14229,Samantha,Maxwell,39,79,Professor
14230,Scott,McDaniel,35,83,Instructor
14231,Rose,Mayer,10,81,Assistant Professor
14232,Sandra,Gill,12,41,Instructor
14233,Judy,Jackson,15,80,Instructor
14234,Vanessa,Gallagher,2,29,Instructor
14235,Rodney,Zhao,6,81,Instructor
14236,Malcolm,Bradshaw,50,58,Assistant Professor
14237,Margaret,Barbour,47,2,Instructor
14238,Katie,Boyd,43,30,Adjunct Professor
14239,Lee,Zhou,9,27,Adjunct Professor
14240,Lewis,Dodson,22,2,Associate Professor
14241,Anna,Reid,36,44,Instructor
14242,Wayne,Denton,29,16,Instructor
14243,Kara,Parks,3,1,Adjunct Professor
14244,Angela,Brennan,42,74,Professor
14245,Amanda,Myers,38,55,Adjunct Professor
14246,Kathryn,Boyer,44,83,Professor
14247,Laurie,Forbes,35,39,Instructor
14248,Ruth,Lopez,20,77,Instructor
14249,Stacey,Britt,20,82,Instructor
14250,Christian,Stephenson,37,78,Professor Emeritus
14251,Marsha,Moser,38,57,Adjunct Professor
14252,Maxine,Currin,24,22,Associate Professor
14253,Anna,Hines,42,65,Instructor
14254,Diane,Lassiter,5,74,Professor
14255,Alan,Cunningham,31,81,Assistant Professor
14256,Mitchell,Tuttle,5,62,Adjunct Professor
14257,Henry,Barefoot,11,12,Associate Professor
14258,Brad,Jennings,36,82,Associate Professor
14259,Ian,Saunders,41,66,Associate Professor
14260,Joshua,Bates,43,82,Assistant Professor
14261,Glen,Long,39,46,Instructor
14262,Emma,Brown,34,12,Professor
14263,Christian,Elliott,48,24,Adjunct Professor
14264,Diane,Han,29,75,Assistant Professor
14265,Leigh,Kessler,12,54,Adjunct Professor
14266,Christine,Atkins,1,14,Instructor
14267,Arlene,Blackwell,17,7,Professor Emeritus
14268,Dean,Nguyen,33,60,Assistant Professor
14269,Jose,Barry,24,13,Adjunct Professor
14270,Alan,Mueller,2,81,Professor Emeritus
14271,Bobby,Jiang,31,18,Professor
14272,Dana,Massey,20,30,Adjunct Professor
14273,Stacey,Kang,8,45,Professor
14274,Maureen,Womble,38,71,Associate Professor
14275,Jay,Henson,16,45,Assistant Professor
14276,Eileen,Norris,13,29,Associate Professor
14277,Floyd,McKenzie,7,20,Professor Emeritus
14278,Jean,Gibbons,27,25,Professor Emeritus
14279,Holly,Erickson,44,17,Instructor
14280,William,Butler,16,54,Professor Emeritus
14281,Barbara,Li,28,49,Adjunct Professor
14282,Heather,Braun,2,6,Assistant Professor
14283,Ronnie,Christian,39,55,Instructor
14284,Thelma,Willis,46,17,Professor
14285,Monica,Keith,48,14,Assistant Professor
14286,Stephanie,Norton,48,4,Professor
14287,Jordan,Erickson,23,40,Assistant Professor
14288,Melissa,Blair,28,27,Professor Emeritus
14289,Marianne,Cameron,35,65,Adjunct Professor
14290,Gordon,Kearney,17,5,Professor
14291,Troy,Camp,3,18,Professor Emeritus
14292,Becky,Blalock,32,44,Instructor
14293,Christy,Fleming,29,18,Assistant Professor
14294,Sara,Potter,35,71,Instructor
14295,Lindsay,Rubin,44,24,Adjunct Professor
14296,Erica,Sherrill,34,65,Associate Professor
14297,Gary,Harrington,44,3,Assistant Professor
14298,Karen,Brady,44,44,Professor Emeritus
14299,Christy,Bullard,32,73,Adjunct Professor
14300,Kevin,Ellington,50,16,Professor
14301,Rebecca,Barnett,41,19,Professor
14302,Derek,Browning,14,29,Professor Emeritus
14303,Leah,Everett,29,38,Assistant Professor
14304,Sandra,Dodson,39,76,Professor Emeritus
14305,Hazel,Wagner,34,10,Associate Professor
14306,Jackie,Randall,20,65,Professor
14307,Michelle,Goldberg,28,5,Professor
14308,Joy,Holder,13,6,Adjunct Professor
14309,Dale,Fernandez,19,28,Professor Emeritus
14310,Herman,Grimes,12,20,Instructor
14311,Vernon,Connolly,2,62,Professor
14312,Shannon,Joyner,48,16,Adjunct Professor
14313,Veronica,Link,32,12,Adjunct Professor
14314,Nicole,Joyce,40,60,Professor Emeritus
14315,Jeanette,McFarland,12,36,Instructor
14316,Kate,Ballard,45,1,Instructor
14317,Harry,Osborne,32,21,Professor Emeritus
14318,Franklin,Reese,15,76,Professor
14319,Alice,Payne,29,17,Adjunct Professor
14320,Gerald,Shah,9,29,Assistant Professor
14321,Thelma,Owen,7,9,Adjunct Professor
14322,Cheryl,Matthews,32,72,Professor Emeritus
14323,Kent,Davidson,12,37,Adjunct Professor
14324,Joanne,Gates,23,17,Instructor
14325,Craig,Gupta,29,2,Assistant Professor
14326,Andrew,Kaufman,41,13,Professor Emeritus
14327,Albert,Zhao,3,62,Assistant Professor
14328,Suzanne,Griffin,21,12,Associate Professor
14329,Rachel,Holloway,45,24,Professor
14330,Fred,Allred,13,40,Instructor
14331,Edith,Schroeder,10,19,Assistant Professor
14332,Yvonne,Bynum,43,62,Adjunct Professor
14333,Nelson,Lyon,13,68,Adjunct Professor
14334,Lorraine,Lyons,27,5,Professor Emeritus
14335,Marcia,Hunt,10,74,Instructor
14336,Rodney,Woodruff,19,78,Professor Emeritus
14337,Edward,Frye,39,38,Assistant Professor
14338,Jean,Creech,50,52,Professor
14339,Erik,Burnette,41,7,Instructor
14340,Victor,Potter,42,35,Associate Professor
14341,Troy,Bowers,41,58,Adjunct Professor
14342,Denise,Locklear,12,55,Associate Professor
14343,Marguerite,Hicks,13,47,Instructor
14344,Elsie,Hartman,20,73,Adjunct Professor
14345,Eddie,Hull,13,52,Professor
14346,Gloria,Petersen,47,31,Associate Professor
14347,Sean,Hubbard,11,51,Associate Professor
14348,Catherine,Gross,13,44,Assistant Professor
14349,Virginia,Williams,16,53,Professor Emeritus
14350,Ruth,Norton,42,45,Instructor
14351,Gene,Kirk,42,5,Adjunct Professor
14352,Patrick,Holland,30,45,Assistant Professor
14353,Lillian,Chung,8,58,Assistant Professor
14354,Steven,Garcia,50,1,Assistant Professor
14355,Cathy,Baxter,26,21,Assistant Professor
14356,Megan,Graham,20,33,Adjunct Professor
14357,Clifford,Jacobson,25,64,Instructor
14358,Linda,Michael,12,73,Professor
14359,Kevin,Schroeder,40,68,Associate Professor
14360,June,Lu,36,83,Professor Emeritus
14361,Carl,Currin,38,52,Instructor
14362,Lynn,Townsend,35,38,Instructor
14363,Sheryl,Crane,25,64,Adjunct Professor
14364,Jeremy,Norris,13,76,Professor
14365,Thomas,Lowe,42,20,Professor
14366,Kay,Frye,38,51,Professor
14367,Joel,Jacobson,38,19,Adjunct Professor
14368,Tony,Byrd,38,1,Instructor
14369,Willie,Stanton,32,48,Instructor
14370,Florence,Bailey,28,48,Assistant Professor
14371,Esther,Olsen,15,58,Associate Professor
14372,Jacqueline,Cash,40,12,Associate Professor
14373,Mitchell,Carson,25,43,Associate Professor
14374,Dan,Tucker,10,54,Professor
14375,Dale,Elliott,30,47,Assistant Professor
14376,Kenneth,Katz,8,6,Adjunct Professor
14377,Pamela,Hood,34,57,Professor
14378,Denise,Liu,36,24,Professor Emeritus
14379,Rose,Berman,42,27,Professor
14380,Christian,Harding,46,31,Professor Emeritus
14381,Ryan,Hester,3,47,Associate Professor
14382,Carlos,Daly,48,57,Assistant Professor
14383,Wanda,Price,11,54,Adjunct Professor
14384,Louis,Beach,37,23,Associate Professor
14385,Ron,Parsons,24,75,Professor
14386,Erin,Brantley,2,7,Associate Professor
14387,Tina,Brandt,19,52,Professor Emeritus
14388,Robert,Ellis,29,38,Instructor
14389,Phyllis,Rose,25,22,Assistant Professor
14390,Roberta,Blackwell,23,25,Associate Professor
14391,Samuel,Lancaster,10,23,Associate Professor
14392,Laurie,Blair,4,5,Adjunct Professor
14393,Gary,Fox,10,18,Adjunct Professor
14394,Shawn,Chandler,11,37,Associate Professor
14395,Ralph,Lassiter,7,52,Associate Professor
14396,Claude,Cho,3,6,Professor
14397,Franklin,Chu,7,77,Professor Emeritus
14398,Stuart,Reynolds,28,80,Professor
14399,Ross,Webster,2,81,Instructor
14400,Russell,Miles,14,1,Professor
14401,Steve,Lambert,46,11,Professor
14402,Elsie,Sweeney,2,31,Professor Emeritus
14403,Courtney,Patton,2,76,Professor Emeritus
14404,Darlene,McCall,41,37,Assistant Professor
14405,William,Bryan,25,72,Assistant Professor
14406,Adam,Crane,17,53,Professor Emeritus
14407,Clifford,Becker,24,62,Associate Professor
14408,Elisabeth,Yang,19,68,Instructor
14409,Arlene,Ballard,2,82,Instructor
14410,Amanda,Stroud,11,44,Professor
14411,Geoffrey,Godfrey,12,59,Associate Professor
14412,Kristine,Frederick,26,74,Associate Professor
14413,Norma,Pace,8,60,Professor Emeritus
14414,Peggy,McConnell,36,13,Assistant Professor
14415,Wesley,Knowles,39,65,Professor Emeritus
14416,Stacy,Shannon,41,33,Adjunct Professor
14417,Stacy,Pennington,2,49,Professor
14418,Adam,Golden,38,40,Instructor
14419,Shirley,Allen,19,48,Instructor
14420,Stacy,Rosen,29,11,Associate Professor
14421,Sandy,Hawley,2,54,Adjunct Professor
14422,Erica,Stein,22,58,Assistant Professor
14423,Kenneth,Garrison,39,67,Adjunct Professor
14424,Phillip,McIntyre,37,38,Professor Emeritus
14425,Hannah,Miles,32,46,Assistant Professor
14426,Willie,Talley,34,45,Assistant Professor
14427,Lori,Middleton,23,33,Professor
14428,Ann,Taylor,37,12,Professor Emeritus
14429,Alicia,Steele,35,72,Associate Professor
14430,Ellen,Hancock,9,69,Instructor
14431,Leslie,York,46,60,Professor Emeritus
14432,Brent,Moser,15,34,Adjunct Professor
14433,Gene,Marks,18,62,Associate Professor
14434,Vernon,McIntosh,32,54,Instructor
14435,Florence,Griffin,38,38,Professor Emeritus
14436,David,Dodson,22,37,Professor
14437,Harry,Poe,17,14,Associate Professor
14438,Paula,Gilliam,17,24,Associate Professor
14439,Tara,Rodgers,44,47,Instructor
14440,Allen,Shepherd,14,29,Associate Professor
14441,Carla,Bernstein,43,17,Professor Emeritus
14442,Cameron,Norris,3,5,Assistant Professor
14443,Kathy,Neal,27,61,Professor
14444,Theodore,Hartman,41,68,Adjunct Professor
14445,Ernest,Huffman,1,13,Associate Professor
14446,Jonathan,McDonald,39,56,Associate Professor
14447,Lorraine,Blake,16,34,Adjunct Professor
14448,Gina,McBride,23,69,Adjunct Professor
14449,Claudia,Wilkinson,6,50,Adjunct Professor
14450,Vicki,Anthony,35,16,Professor Emeritus
14451,Mildred,Dale,28,5,Assistant Professor
14452,Marshall,Riley,31,27,Professor
14453,Scott,Carey,36,36,Adjunct Professor
14454,Earl,Herndon,30,41,Assistant Professor
14455,Brent,Allen,19,24,Adjunct Professor
14456,Carlos,Watkins,30,74,Professor Emeritus
14457,Patricia,Wiggins,47,31,Instructor
14458,Kate,Lane,22,35,Associate Professor
14459,Lawrence,Hood,49,76,Professor Emeritus
14460,Max,Edwards,23,83,Assistant Professor
14461,Eleanor,Boykin,29,60,Professor Emeritus
14462,Guy,Jenkins,29,22,Professor
14463,Brooke,Strauss,8,65,Adjunct Professor
14464,Dorothy,Wagner,30,26,Adjunct Professor
14465,Howard,Duffy,5,37,Instructor
14466,Ellen,Hopkins,34,59,Instructor
14467,Marianne,Everett,5,71,Adjunct Professor
14468,Michelle,Stern,34,80,Adjunct Professor
14469,Kenneth,Roach,42,3,Associate Professor
14470,Cecil,Golden,29,52,Associate Professor
14471,Harriet,Upchurch,46,34,Adjunct Professor
14472,Robert,Khan,33,39,Associate Professor
14473,Marlene,Hu,26,73,Assistant Professor
14474,Crystal,Rogers,44,24,Instructor
14475,Roberta,Saunders,40,77,Instructor
14476,Allen,House,39,65,Instructor
14477,Marc,Harmon,44,68,Assistant Professor
14478,Carmen,Hayes,26,65,Associate Professor
14479,Maria,Miller,20,24,Assistant Professor
14480,Bob,Henry,42,4,Assistant Professor
14481,Herbert,Vick,17,19,Professor
14482,Katie,Carter,25,82,Instructor
14483,Zachary,Horn,22,26,Assistant Professor
14484,Dianne,Gates,27,68,Professor Emeritus
14485,Warren,Silverman,50,75,Assistant Professor
14486,Alvin,Gardner,6,80,Associate Professor
14487,Kristina,Stein,18,54,Assistant Professor
14488,Miriam,Pitts,20,20,Professor
14489,Carlos,Cameron,3,52,Associate Professor
14490,Willie,Chu,22,51,Assistant Professor
14491,Alan,Palmer,34,64,Professor
14492,Ronnie,Sutton,11,81,Professor Emeritus
14493,Neal,Randall,21,50,Instructor
14494,Dana,Kennedy,7,53,Professor Emeritus
14495,Ken,Ramsey,8,45,Adjunct Professor
14496,Marian,Newton,33,72,Professor Emeritus
14497,Rita,Capps,45,49,Professor Emeritus
14498,Arthur,Dillon,31,6,Instructor
14499,John,Hughes,19,43,Professor Emeritus
14500,Doris,Coleman,30,64,Assistant Professor
14501,Grace,Small,12,2,Professor
14502,Judy,Hester,22,24,Instructor
14503,Milton,Houston,21,12,Professor Emeritus
14504,Phillip,Potter,25,14,Instructor
14505,Rhonda,Cross,44,46,Adjunct Professor
14506,Irene,Hinson,29,47,Assistant Professor
14507,Colleen,Starr,48,71,Associate Professor
14508,Gretchen,Blanton,40,5,Instructor
14509,Beth,Mills,30,76,Professor Emeritus
14510,Gene,Jordan,2,69,Professor Emeritus
14511,Esther,Rosen,3,23,Professor Emeritus
14512,Mary,Harrison,20,67,Instructor
14513,Lauren,Reese,7,49,Assistant Professor
14514,Carla,Bunn,38,46,Assistant Professor
14515,Sally,Forbes,1,45,Assistant Professor
14516,Tina,Hawley,18,56,Professor
14517,Gloria,Chung,14,13,Professor Emeritus
14518,Ashley,Skinner,1,10,Professor Emeritus
14519,Martha,Banks,4,10,Assistant Professor
14520,Penny,Berman,17,12,Associate Professor
14521,Norman,Austin,9,8,Professor
14522,Chris,Hirsch,23,33,Adjunct Professor
14523,Tracey,Park,45,6,Assistant Professor
14524,Lloyd,Dickinson,41,48,Assistant Professor
14525,Amy,Dean,11,72,Associate Professor
14526,Chris,Myers,37,23,Instructor
14527,Debra,Collins,29,70,Professor Emeritus
14528,Ruby,Welsh,50,4,Instructor
14529,Lee,Kramer,7,35,Assistant Professor
14530,Priscilla,Short,43,15,Adjunct Professor
14531,Carl,Oliver,10,82,Associate Professor
14532,Gerald,McCormick,40,79,Professor Emeritus
14533,Diane,Levin,9,48,Assistant Professor
14534,Faye,Perry,9,18,Adjunct Professor
14535,Judy,Wilkerson,28,28,Instructor
14536,Tiffany,Shannon,31,71,Associate Professor
14537,Christian,Stein,30,65,Associate Professor
14538,Claire,Barbour,48,34,Assistant Professor
14539,Marshall,Buckley,2,24,Assistant Professor
14540,Kristin,Moran,4,58,Associate Professor
14541,Gene,Chapman,50,35,Instructor
14542,Susan,Hammond,40,69,Associate Professor
14543,Carl,Kim,35,9,Associate Professor
14544,Carole,Wright,10,20,Associate Professor
14545,Julia,Wiley,25,5,Professor Emeritus
14546,Johnny,Mayo,30,49,Adjunct Professor
14547,Jean,Raynor,32,47,Professor
14548,Melinda,Orr,11,40,Instructor
14549,Roy,Stevens,42,11,Adjunct Professor
14550,Stacey,Hudson,34,69,Professor Emeritus
14551,Irene,Grimes,1,21,Adjunct Professor
14552,Anna,Keith,7,81,Associate Professor
14553,Glenda,Carver,12,9,Professor Emeritus
14554,Stephen,George,1,33,Professor
14555,Evan,Swain,6,52,Instructor
14556,Terri,Mayo,13,81,Adjunct Professor
14557,Ronald,Berg,45,52,Instructor
14558,Vickie,Barry,35,80,Instructor
14559,Marcus,Brooks,22,30,Professor Emeritus
14560,Rachel,Parker,45,68,Instructor
14561,Toni,Liu,43,3,Instructor
14562,Rosemary,Dolan,50,12,Associate Professor
14563,Kristina,Cowan,34,5,Professor
14564,Patricia,Hansen,26,73,Adjunct Professor
14565,Jeanette,Welch,15,29,Adjunct Professor
14566,Marcia,Manning,47,70,Adjunct Professor
14567,Rick,Sawyer,23,48,Assistant Professor
14568,Karl,Ellington,47,31,Adjunct Professor
14569,Kristina,Crowder,29,36,Assistant Professor
14570,Claire,Giles,50,58,Professor Emeritus
14571,Cynthia,Morrow,6,31,Associate Professor
14572,George,Wilkerson,24,2,Associate Professor
14573,Louise,Huang,40,32,Adjunct Professor
14574,Milton,Goldman,2,6,Instructor
14575,Kristen,Rodriguez,3,74,Instructor
14576,Kay,Adams,33,61,Assistant Professor
14577,Oscar,Price,8,19,Assistant Professor
14578,Alice,Powell,12,59,Professor Emeritus
14579,Jamie,Glenn,13,35,Associate Professor
14580,Natalie,Wilcox,40,41,Professor Emeritus
14581,Bernice,Moran,37,38,Instructor
14582,Chris,Nguyen,15,30,Adjunct Professor
14583,Harriet,Schaefer,14,36,Professor
14584,Brad,Mack,40,18,Professor
14585,Holly,Faircloth,24,15,Adjunct Professor
14586,Geoffrey,Kerr,32,49,Professor Emeritus
14587,Marian,Hughes,25,71,Assistant Professor
14588,Leonard,Horn,40,65,Associate Professor
14589,Grace,Patton,17,47,Instructor
14590,Patrick,Riggs,12,29,Instructor
14591,Ricky,Hess,13,34,Assistant Professor
14592,Hugh,Ayers,23,79,Instructor
14593,Marshall,Welch,41,82,Assistant Professor
14594,Tracy,Graham,44,68,Assistant Professor
14595,Martha,Levine,48,8,Professor Emeritus
14596,Tommy,Norman,21,45,Professor
14597,Helen,Spears,23,61,Associate Professor
14598,Michael,Guthrie,9,37,Professor Emeritus
14599,Christian,Cheek,43,5,Assistant Professor
14600,Megan,Duke,38,32,Professor
14601,Marianne,Choi,14,12,Professor Emeritus
14602,Ian,Vaughan,3,46,Assistant Professor
14603,Brooke,Maynard,14,54,Assistant Professor
14604,Jessie,Everett,30,25,Associate Professor
14605,Kristine,Pruitt,35,15,Professor Emeritus
14606,Victor,Hunt,23,71,Professor Emeritus
14607,Amy,Wright,45,40,Associate Professor
14608,Lauren,Moore,21,68,Associate Professor
14609,Stuart,Vaughn,14,12,Instructor
14610,Theresa,Dunlap,42,39,Professor
14611,Frank,Whitley,35,76,Professor
14612,Kent,Marks,15,30,Associate Professor
14613,Rosemary,Carlson,19,59,Instructor
14614,Peggy,Pate,35,47,Associate Professor
14615,Erika,Rowe,39,79,Adjunct Professor
14616,Lynne,Brock,25,35,Associate Professor
14617,Gladys,Wood,38,33,Associate Professor
14618,Glenda,Siegel,47,19,Professor Emeritus
14619,Martha,Sherman,50,19,Professor
14620,Leah,Gilbert,48,34,Adjunct Professor
14621,Beth,Oliver,10,26,Associate Professor
14622,Diane,Chappell,13,19,Professor
14623,Kim,Keller,26,64,Instructor
14624,Allen,Hunter,45,9,Professor Emeritus
14625,Chris,James,16,6,Associate Professor
14626,Bill,Becker,2,48,Associate Professor
14627,Bill,Page,1,58,Adjunct Professor
14628,Tina,Rodgers,28,72,Instructor
14629,Francis,Watkins,38,56,Assistant Professor
14630,Marian,Hinson,1,83,Assistant Professor
14631,Catherine,Cobb,30,23,Professor Emeritus
14632,Harold,Brantley,39,53,Associate Professor
14633,Pamela,Craven,24,12,Assistant Professor
14634,Katie,Morrison,11,35,Professor Emeritus
14635,Jacqueline,Locklear,45,51,Adjunct Professor
14636,Natalie,Craig,24,44,Adjunct Professor
14637,Melvin,Marshall,1,32,Professor
14638,Joann,Sweeney,24,44,Professor
14639,Tamara,Keller,8,65,Instructor
14640,Stanley,Hall,18,25,Professor Emeritus
14641,Nina,Yu,23,8,Assistant Professor
14642,Julie,Snow,35,36,Adjunct Professor
14643,Paige,Atkins,11,61,Assistant Professor
14644,Russell,Tucker,10,83,Instructor
14645,Carol,King,27,11,Professor
14646,Larry,Bryan,43,3,Professor
14647,Charlotte,French,32,50,Professor Emeritus
14648,Jill,Fitzgerald,26,8,Professor
14649,Cindy,Saunders,24,37,Associate Professor
14650,Ruby,Coley,18,72,Associate Professor
14651,Kevin,Lindsay,46,70,Professor
14652,Terri,York,26,63,Instructor
14653,Lewis,McLean,6,20,Adjunct Professor
14654,Lindsay,Harrison,8,26,Professor Emeritus
14655,Nicole,Hodges,10,5,Instructor
14656,Nicole,Browning,2,46,Adjunct Professor
14657,Clifford,Pridgen,33,23,Professor Emeritus
14658,Bobby,Dennis,32,64,Associate Professor
14659,Paige,Peacock,33,81,Assistant Professor
14660,Gayle,Weiner,8,73,Instructor
14661,Justin,Becker,42,43,Professor Emeritus
14662,Donald,Mitchell,24,28,Professor
14663,Julian,Peterson,34,20,Associate Professor
14664,Christina,Burnette,8,67,Adjunct Professor
14665,Oscar,Hirsch,28,81,Associate Professor
14666,Sherri,Goodwin,15,79,Professor
14667,Carolyn,Bates,28,81,Professor
14668,Patricia,Harvey,27,14,Assistant Professor
14669,Bernard,Marsh,7,77,Associate Professor
14670,Carolyn,Nash,31,63,Instructor
14671,Brett,Gonzalez,25,51,Associate Professor
14672,Geraldine,Morse,31,2,Professor
14673,Julian,Sharma,11,48,Instructor
14674,Eric,Dixon,22,65,Adjunct Professor
14675,Kathryn,Knowles,11,44,Instructor
14676,Herman,Buckley,43,64,Instructor
14677,Allan,Pope,40,47,Professor Emeritus
14678,Ben,Blake,2,79,Associate Professor
14679,Pat,Berman,24,65,Professor
14680,Kay,Livingston,9,83,Adjunct Professor
14681,Charles,Erickson,1,49,Professor Emeritus
14682,Laura,Mason,13,33,Instructor
