S_StudentID,S_FirstName,S_LastName,S_Year,S_GPA,S_MajorID,S_AdvisorID
61856,Paul,Waller,Sr,0.75,4,24500
61857,Kenneth,Payne,Sr,3.21,51,3739
61858,Sheila,Marshall,Jr,0.88,20,8881
61859,Miriam,Hood,Sr,2.01,66,4133
61860,Richard,Wallace,So,3.08,61,20434
61861,Stephanie,Horn,Sr,3.52,32,17217
61862,Marshall,Wells,Sr,0.64,72,20428
61863,Ruth,Chung,So,0.29,4,14615
61864,Bruce,Ellis,Jr,3.99,4,6755
61865,Rita,Brandt,Fr,1.40,79,20890
61866,Tonya,Patterson,Jr,0.42,34,2451
61867,Bernard,Barr,Jr,0.36,41,9880
61868,Deborah,Moser,So,1.18,80,13678
61869,Shannon,Fuller,Sr,3.12,18,1630
61870,Stephanie,Randall,So,0.47,38,378
61871,Marie,Raynor,Sr,1.77,43,12735
61872,Jeanette,Pitts,Sr,1.41,54,20373
61873,Lori,Womble,Fr,1.44,30,19496
61874,Sara,Hancock,Fr,3.26,18,20461
61875,Heidi,Baldwin,Fr,0.12,59,5911
61876,Shannon,Holt,Sr,2.87,55,22212
61877,William,Burgess,So,2.47,54,12385
61878,Barry,Coble,Sr,2.57,62,6661
61879,Allison,Pennington,Jr,1.92,50,3714
61880,Aaron,Callahan,Jr,2.92,83,2639
61881,Anita,Miles,Sr,1.93,79,478
61882,Sara,Park,Fr,0.07,58,23319
61883,Ross,Blake,Jr,0.65,60,22654
61884,Troy,Gates,Sr,2.07,36,13296
61885,Carole,Newman,Jr,1.20,25,4568
61886,Jay,Murray,So,1.22,23,19486
61887,Ronnie,Brady,Fr,3.03,54,7819
61888,Patricia,Reilly,Fr,1.30,13,20065
61889,Marilyn,Morgan,Sr,0.97,54,20934
61890,Kristen,Mann,Sr,1.00,11,8072
61891,Patrick,Small,Sr,0.80,13,1407
61892,Andrea,Hart,So,2.86,48,20000
61893,Mike,Tan,Sr,4.00,54,2063
61894,Jessica,Friedman,Sr,3.40,32,8700
61895,Craig,Booth,So,3.24,6,21727
61896,Oscar,Peck,Sr,2.86,79,24753
61897,Rachel,Lu,Sr,1.61,22,10131
61898,Kurt,George,Jr,3.27,50,11307
61899,Joe,Lyon,Jr,0.02,61,22628
61900,Michelle,Sullivan,So,0.17,75,10267
61901,Renee,Herman,So,2.99,19,19004
61902,Eddie,Patterson,Sr,2.49,49,3028
61903,Floyd,McNamara,So,0.14,27,24404
61904,Daniel,Petersen,Fr,3.33,11,4056
61905,Nina,Odom,So,1.24,44,1282
61906,Timothy,Rivera,So,3.48,30,18104
61907,Dorothy,Smith,Sr,2.68,41,15776
61908,Grace,Lamm,Fr,1.58,32,11247
61909,Bill,Wheeler,Sr,2.03,73,20312
61910,Bonnie,Davis,Jr,0.34,24,10708
61911,Jeanne,Pollock,Fr,3.21,71,22294
61912,Jeremy,Bowles,So,0.17,33,6159
61913,Lisa,Flowers,Jr,2.78,11,19961
61914,Michael,Aldridge,Jr,3.12,80,14861
61915,Carrie,Rowland,Sr,2.04,13,9699
61916,Courtney,Ferguson,Sr,3.31,74,5359
61917,Jane,Choi,Jr,0.92,51,4935
61918,Peter,Hayes,So,2.73,78,4173
61919,Geraldine,Nixon,Fr,1.39,13,7369
61920,Meredith,Hendrix,Sr,3.65,28,7649
61921,Melanie,Cook,So,2.14,3,1995
61922,Billie,Rollins,Fr,2.51,72,10701
61923,Elaine,Freeman,Jr,0.67,10,975
61924,Leon,Bishop,Jr,2.91,77,13373
61925,Diane,Ellis,Fr,0.53,66,16360
61926,Marie,Hoover,Sr,3.44,23,995
61927,Gloria,Finley,Jr,2.37,13,12612
61928,Marian,Huff,Jr,3.45,72,15993
61929,Cheryl,Owens,Fr,1.00,55,11283
61930,Diane,O'Connell,Jr,3.93,41,24247
61931,Ronald,Coleman,Fr,0.39,20,18470
61932,Caroline,Gross,Jr,1.91,69,4911
61933,Stacey,Winters,Jr,3.53,38,8679
61934,Faye,Kramer,Sr,1.63,27,20837
61935,Nancy,Higgins,So,0.29,47,3810
61936,Milton,Morse,So,1.52,13,17620
61937,Pamela,Hughes,Sr,1.02,41,13450
61938,Walter,Wagner,Fr,1.40,38,24324
61939,Kristin,Price,Jr,0.72,1,3200
61940,Carolyn,Frank,So,1.32,1,17978
61941,Sue,Holmes,So,1.60,27,19675
61942,Cheryl,Burns,Sr,1.44,22,9674
61943,Ralph,Short,Sr,2.65,64,3552
61944,Wendy,Floyd,Sr,2.50,50,6908
61945,Constance,Rodgers,So,0.63,54,8334
61946,David,Hardy,Sr,3.62,31,977
61947,Calvin,Godfrey,Jr,3.01,8,14908
61948,Norman,Johnston,Sr,1.95,83,4168
61949,James,Faircloth,Fr,1.73,41,1171
61950,Brad,Daniels,Jr,2.11,42,11476
61951,Herbert,Singh,Jr,0.16,46,14017
61952,Melvin,Turner,Fr,3.79,62,13585
61953,Aaron,Howell,Fr,1.24,24,10870
61954,Todd,Pruitt,Sr,1.19,23,2800
61955,Tammy,Frost,Fr,3.20,61,2351
61956,Keith,Upchurch,Fr,0.65,55,3665
61957,Bruce,O'Brien,Jr,0.21,28,10793
61958,Cynthia,Winstead,Fr,1.60,10,23198
61959,Tonya,Bass,So,2.03,11,11992
61960,Johnny,Spivey,So,2.93,20,2414
61961,Caroline,Li,So,3.02,16,5638
61962,Teresa,Austin,Jr,0.20,64,10767
61963,Arlene,Dickens,Sr,0.16,12,20869
61964,Cameron,Fleming,So,2.64,83,6199
61965,Shirley,Ross,Jr,0.13,53,1063
61966,Jenny,Sutherland,Fr,3.54,66,4520
61967,Lauren,Cole,Fr,0.15,5,23942
61968,Valerie,Barker,Jr,2.13,46,6372
61969,Jamie,Yang,So,2.96,1,16630
61970,Carmen,Graham,Fr,3.64,56,4157
61971,Joy,Adcock,Fr,3.48,56,3796
61972,Troy,McConnell,So,3.94,74,19612
61973,Helen,Ashley,Fr,3.98,79,7417
61974,Aaron,O'Neal,So,2.26,19,13287
61975,Gary,Wall,Sr,1.74,27,19233
61976,Gail,Schwarz,Jr,3.16,47,21108
61977,Jeffrey,McConnell,Jr,0.15,9,7594
61978,Juan,Dodson,Fr,2.59,16,2172
61979,Hannah,Shannon,Jr,3.31,34,21157
61980,Randall,Adcock,Sr,3.83,52,18703
61981,Rebecca,Kessler,Jr,3.79,27,24112
61982,Curtis,Tate,Jr,3.82,3,4697
61983,Kay,Pollock,Sr,1.19,45,16190
61984,Christina,Clarke,So,2.14,60,3679
61985,Ian,Schroeder,Jr,1.98,15,6540
61986,Earl,Carroll,Sr,3.11,83,24782
61987,Victoria,Mullen,Jr,3.39,22,24910
61988,Frederick,Horner,Jr,3.60,82,8385
61989,Doris,Sykes,So,1.03,79,14825
61990,Todd,Morrison,Sr,0.28,46,16179
61991,Sharon,Connolly,Jr,1.72,33,23176
61992,Eric,Werner,Sr,0.82,69,14266
61993,Steven,Melton,Jr,1.54,54,4343
61994,Brad,Hauser,Fr,1.39,45,6955
61995,Edgar,Pugh,So,3.69,38,24047
61996,Matthew,Long,Fr,0.67,64,9317
61997,Bernard,Lanier,Sr,1.26,41,6119
61998,Phyllis,Gillespie,Jr,1.64,49,13850
61999,Glenda,Beasley,Sr,1.67,11,20410
62000,Regina,Bland,Sr,1.51,55,12284
62001,Wade,Hanna,Sr,3.45,43,21982
62002,Neal,Aldridge,Jr,0.55,70,6417
62003,Eugene,Doyle,Jr,0.85,7,571
62004,Troy,Vogel,Fr,1.75,53,19687
62005,Ron,Parrish,Fr,2.35,41,23174
62006,Sally,Meyers,Sr,2.60,18,6984
62007,Stephanie,Brandt,Fr,3.03,75,11747
62008,Ronnie,Kent,Jr,1.19,44,1999
62009,Beth,Whitfield,So,1.51,68,7611
62010,Susan,Albright,So,3.78,66,5967
62011,Rick,Herndon,Fr,0.84,83,13418
62012,Carolyn,Reeves,Fr,1.38,19,14827
62013,Herman,Pritchard,Fr,2.72,2,1990
62014,Sheila,Fletcher,Fr,1.38,38,18191
62015,Hazel,Rhodes,Fr,3.78,38,24964
62016,Robyn,Willis,Sr,2.78,40,15533
62017,Eugene,Stewart,Jr,3.71,14,2894
62018,Caroline,Nguyen,Fr,0.10,7,18474
62019,Harry,Cash,Sr,3.26,37,434
62020,Lindsay,Gregory,Jr,3.98,26,5970
62021,Kathy,Schwartz,Sr,2.63,40,11435
62022,Christina,Glass,So,1.81,73,17715
62023,Pam,Crawford,Fr,2.27,32,13928
62024,Sharon,Grossman,Fr,1.24,57,14899
62025,Diane,Hardy,Sr,1.59,23,355
62026,Courtney,Odom,Jr,1.30,5,9825
62027,Wendy,Lassiter,Sr,0.12,45,10472
62028,Bob,Alford,Jr,0.73,61,14613
62029,Hilda,Davis,Fr,0.91,66,18094
62030,Pauline,Middleton,So,1.09,65,3500
62031,Julia,Forrest,Fr,1.28,3,88
62032,Debbie,Phillips,Jr,0.79,79,4716
62033,Betsy,Lambert,Fr,2.49,32,3984
62034,Rodney,Conner,Jr,2.71,29,5497
62035,Jackie,Morrow,So,0.01,33,7954
62036,Bonnie,Underwood,Jr,0.19,67,3915
62037,Carol,Morse,So,0.57,28,4964
62038,Jill,Horn,So,0.89,20,24170
62039,Melissa,Siegel,So,2.06,20,15228
62040,Kim,Cooper,Sr,0.54,16,1108
62041,Linda,Pate,Jr,2.11,74,1457
62042,Pam,Shaffer,Fr,0.58,27,4753
62043,Hannah,Pate,Jr,3.14,23,23703
62044,Harriet,Glass,Sr,2.17,31,9319
62045,Melissa,McDonald,Fr,0.47,26,280
62046,Kerry,Batchelor,Jr,3.24,76,9549
62047,Robin,Cash,Sr,0.66,41,587
62048,Bill,McBride,Jr,3.84,5,2866
62049,Jeremy,Ross,Sr,3.42,1,17247
62050,Rick,Stallings,Fr,1.89,67,16871
62051,George,Stevens,Sr,2.24,4,24121
62052,Alexander,Covington,So,2.24,78,5232
62053,Tonya,Braswell,Fr,1.50,10,22290
62054,Hugh,Chappell,Jr,2.28,17,17274
62055,Rodney,Braswell,So,3.58,2,16954
62056,Lisa,Lowry,Jr,3.87,50,6896
62057,Derek,Moore,Fr,2.26,61,13694
62058,Franklin,Griffin,Fr,0.11,61,11004
62059,Nicole,Ramsey,Fr,2.23,60,22858
62060,Seth,Adler,So,3.82,27,12013
62061,Sharon,Cheek,So,2.20,12,16744
62062,Jan,Jain,Jr,1.04,33,18094
62063,Michael,Rodriguez,So,2.54,70,16504
62064,Suzanne,Norman,So,2.15,33,7431
62065,Claude,Chase,So,1.90,63,2749
62066,Brenda,Potter,So,2.48,30,21123
62067,Theodore,Parks,Jr,1.86,79,18040
62068,Joe,Ingram,Fr,3.08,47,9852
62069,Heather,Dunn,Sr,3.46,6,22630
62070,Luis,Tan,So,1.81,33,2521
62071,Todd,Moss,Sr,3.67,43,18657
62072,Melvin,Owen,So,2.08,2,21825
62073,Pat,Wilcox,So,2.82,1,20431
62074,Gretchen,Roberson,Sr,3.74,68,5635
62075,Tina,Lloyd,Fr,3.58,44,11313
62076,Norma,Stone,So,3.27,1,11347
62077,Dennis,Duncan,Fr,3.96,72,12882
62078,Todd,Clarke,Jr,1.99,22,7605
62079,Victoria,Flowers,Sr,1.01,15,6703
62080,Angela,Cowan,Sr,3.43,76,20419
62081,Rhonda,McKee,So,0.85,61,20084
62082,Barbara,Poole,So,3.70,41,19751
62083,Laurie,Waters,Sr,0.32,45,5945
62084,Vanessa,Berger,So,1.84,20,10606
62085,Seth,Frazier,So,2.50,39,14191
62086,Carol,Sanders,Sr,2.16,78,795
62087,Mildred,Haynes,Jr,2.43,21,1994
62088,Sarah,Zimmerman,Jr,0.35,38,6500
62089,Don,Brennan,Fr,3.62,58,16545
62090,Regina,Lamm,Jr,1.67,52,19117
62091,Christian,Wilkerson,Fr,0.32,45,4426
62092,Karen,Hess,Jr,3.01,75,10733
62093,Leroy,Cooper,Fr,2.13,27,22463
62094,Charlotte,Ritchie,So,0.16,82,620
62095,Edwin,Hensley,Jr,2.83,82,23465
62096,Earl,Roberson,Jr,3.04,16,20064
62097,Ashley,Weiss,So,1.28,18,13286
62098,Linda,Morris,So,2.25,37,20246
62099,Janet,Wiley,Fr,0.84,54,21
62100,Randall,Solomon,Sr,3.15,43,24818
62101,Gina,Greer,Jr,3.24,1,18920
62102,Allison,Hardin,Fr,2.82,23,7242
62103,Alexandra,Rosenthal,Jr,3.90,62,14623
62104,Annie,Parker,Sr,2.77,69,20829
62105,Cathy,McKnight,Jr,2.17,42,15928
62106,Jacqueline,Nash,Fr,0.97,44,16725
62107,Marion,Wooten,Jr,2.19,50,6109
62108,Julie,Hawkins,Fr,3.47,13,17371
62109,Jon,Dickerson,Sr,2.15,34,4760
62110,Marc,Frye,So,2.50,16,5378
62111,Jan,Sykes,Jr,3.24,29,14370
62112,Colleen,Fisher,Sr,0.11,61,1834
62113,Greg,Lynch,So,1.53,48,6412
62114,Edna,Wall,So,0.94,58,21556
62115,Beth,Talley,So,0.20,8,13893
62116,Danielle,Nolan,Sr,1.87,55,19673
62117,Jay,Reed,Sr,3.38,39,1894
62118,Emma,Rodriguez,So,2.53,32,24650
62119,Derek,Bernstein,Jr,3.21,3,20710
62120,Robin,McCall,Jr,3.47,60,296
62121,Nina,Currie,So,0.57,63,17856
62122,Victoria,Love,Jr,2.06,1,425
62123,Ellen,Atkins,Sr,0.06,4,1948
62124,Lucy,Warren,Jr,2.94,28,1735
62125,Lawrence,Joyce,Fr,0.25,64,5051
62126,Marsha,Lanier,So,0.59,28,10790
62127,Jesse,Gates,So,3.52,58,18689
62128,Troy,Clapp,Sr,2.97,26,6770
62129,Phyllis,Stern,Fr,2.02,67,10524
62130,Charlene,Peacock,So,0.69,17,3882
62131,Glenda,Tilley,Fr,1.15,80,19887
62132,Margaret,Holden,So,3.79,30,22331
62133,Kay,Butler,Fr,2.90,73,10509
62134,Bruce,Sharpe,Sr,0.42,55,17075
62135,Irene,Willard,Sr,2.39,64,19116
62136,Gayle,Owen,Jr,0.20,10,8452
62137,Scott,Andrews,Jr,2.25,31,18177
62138,Harold,Shelton,Sr,2.26,66,15767
62139,Willie,Sullivan,Sr,1.74,71,13831
62140,Josephine,Sun,Fr,2.15,22,13187
62141,Danielle,Heath,So,3.37,54,10687
62142,Mike,Dennis,Jr,1.71,83,20535
62143,Darlene,Crawford,Fr,0.13,77,10975
62144,Courtney,Sellers,Sr,3.01,37,24115
62145,Ted,Washington,Sr,3.37,57,7242
62146,Shannon,Epstein,Fr,2.67,57,8989
62147,Charles,Stevenson,Sr,3.64,32,16514
62148,Eddie,Goodwin,So,1.67,43,3574
62149,Jimmy,Todd,So,1.33,50,10230
62150,Elizabeth,Foster,Sr,1.14,53,11467
62151,Cecil,Grossman,Fr,2.23,19,20883
62152,LeRoy,Elliott,Jr,0.18,37,19328
62153,Sherry,Clarke,So,0.96,64,22648
62154,Maxine,Sinclair,Sr,0.70,65,4148
62155,Sarah,Cross,Jr,0.30,53,11834
62156,Geraldine,Goodwin,Fr,3.86,43,13347
62157,Kathleen,Peck,Jr,3.48,16,9022
62158,Joseph,Gibson,Jr,1.71,52,18884
62159,Sarah,Upchurch,Fr,1.19,73,4732
62160,Tonya,Harrison,Jr,0.29,25,482
62161,Norman,Schultz,Fr,2.07,23,24800
62162,Beth,Hammond,Fr,3.95,36,14094
62163,Nelson,Powers,Jr,1.93,71,13565
62164,Andrew,McMillan,Jr,3.66,28,20889
62165,Howard,Herring,Jr,3.82,20,11123
62166,Ross,Carver,Fr,0.29,33,23455
62167,Karl,Holloway,Sr,3.89,61,4974
62168,Courtney,Caldwell,So,1.87,70,13341
62169,LeRoy,Byrne,Sr,0.12,16,5215
62170,Betty,Huffman,Fr,3.07,75,5012
62171,Brooke,Bush,Fr,2.54,52,11029
62172,Lynda,Lynn,Sr,0.14,34,19455
62173,Maurice,Smith,Jr,0.16,39,20165
62174,Jose,Price,Sr,2.92,79,20884
62175,Rita,McCoy,Fr,3.98,81,18642
62176,Stacey,Miles,Jr,2.94,71,24381
62177,Harry,Dickinson,So,2.90,45,13197
62178,Harriet,Link,So,3.89,45,9818
62179,Lucille,Diaz,Jr,0.13,45,10095
62180,Danielle,Lane,Sr,3.81,83,17122
62181,Suzanne,Morris,Jr,3.81,59,6690
62182,Kyle,Chapman,Sr,0.32,78,10763
62183,Kurt,Pearson,Fr,0.45,39,8121
62184,Joanna,Goodwin,Jr,3.58,60,10455
62185,Jan,Kane,So,3.95,36,20286
62186,Jill,Kinney,Sr,1.57,9,4408
62187,Nicholas,Fernandez,So,0.21,78,470
62188,Patsy,McKay,Fr,2.77,83,5333
62189,Gloria,Diaz,So,0.16,48,20888
62190,Claudia,Powers,Jr,3.50,22,16553
62191,Jesse,Ross,Sr,0.37,21,3184
62192,Ricky,Gregory,So,3.96,2,20906
62193,Frances,Hamilton,So,0.44,83,1218
62194,Elizabeth,Stanley,Sr,2.91,39,7445
62195,Maurice,Kern,Jr,0.18,17,14733
62196,Tina,Marks,Sr,0.23,45,22531
62197,Melanie,Newton,Fr,2.38,18,10430
62198,Charles,Lane,Jr,2.10,77,19060
62199,Kathryn,Harper,Fr,2.10,17,21471
62200,Shelley,Alexander,Fr,2.44,44,8600
62201,Daniel,McCoy,Jr,2.09,3,9837
62202,Neal,Schroeder,Jr,1.98,76,18630
62203,Gladys,Nolan,Fr,3.20,53,14176
62204,Priscilla,Hensley,Sr,1.46,56,7279
62205,Catherine,Sun,So,0.18,54,3867
62206,Kristin,Phelps,Fr,2.70,38,21373
62207,Julian,Ward,Sr,2.71,83,2731
62208,Ashley,Michael,Fr,0.67,48,23754
62209,Brandon,Lindsey,Sr,0.05,63,7835
62210,Kurt,Ferrell,Sr,3.40,3,19871
62211,Eric,Mason,Jr,1.50,52,21618
62212,Malcolm,Puckett,Fr,3.97,83,17118
62213,Claude,Dawson,Fr,3.89,37,15179
62214,Eileen,Hatcher,Fr,1.56,50,15897
62215,Stacey,Kendall,Sr,0.98,37,12073
62216,Miriam,Payne,Jr,1.53,18,24342
62217,Danny,Walters,Fr,3.76,23,8325
62218,Sherri,Morgan,So,1.45,20,1754
62219,Yvonne,Adler,Jr,2.05,72,6327
62220,Edith,Lassiter,So,0.31,9,6304
62221,Oscar,Knox,Fr,1.75,40,13693
62222,Karen,McMahon,Jr,0.84,21,344
62223,Bill,English,So,3.76,40,19402
62224,Chad,Xu,Jr,3.37,58,879
62225,Natalie,Middleton,Jr,1.23,13,19841
62226,Kristen,Phillips,Jr,3.07,71,16316
62227,Jacob,Bradford,Sr,1.93,26,22689
62228,Gina,Combs,Jr,0.06,9,2088
62229,Ronnie,Dudley,Jr,3.90,81,21047
62230,Gina,Elmore,So,2.71,61,828
62231,Bryan,Malone,Sr,3.58,78,2370
62232,Sandy,Collier,Jr,2.73,69,12463
62233,James,Bates,Jr,2.24,35,21478
62234,Roberta,Baird,So,4.00,30,18869
62235,Joanne,Adler,Jr,2.66,16,18788
62236,Billy,Lester,Sr,2.84,6,8279
62237,Marvin,Atkins,Sr,2.45,58,10232
62238,Floyd,Dawson,Jr,2.27,47,22228
62239,Brenda,Huff,Jr,1.23,66,24576
62240,Michael,Hubbard,Fr,2.08,32,940
62241,Paul,Jacobson,Fr,2.92,74,15098
62242,Ronald,Logan,Sr,3.65,30,24352
62243,Lois,Floyd,So,1.90,38,4988
62244,Nicholas,Gorman,Jr,2.37,79,3193
62245,Kyle,Cook,Fr,1.12,54,6666
62246,Monica,Daniels,Sr,0.24,19,23589
62247,Phyllis,Gay,Fr,1.72,6,1877
62248,Patsy,Davies,Sr,1.93,32,1531
62249,Nina,Oliver,Jr,3.25,68,9850
62250,Stacey,Woods,So,1.28,19,11495
62251,Heidi,Conway,Fr,1.84,54,12286
62252,Joseph,McKenna,Fr,3.04,34,3566
62253,Timothy,Cunningham,Fr,0.58,8,4029
62254,Alice,Stafford,Sr,2.25,12,17716
62255,Marc,Stanton,Jr,2.29,15,1872
62256,Jan,Morrow,Sr,3.35,26,4233
62257,Sheryl,Tyson,Jr,3.68,40,15336
62258,Sarah,Kent,Sr,2.95,9,24578
62259,Judy,Grossman,Fr,0.47,77,19433
62260,Rebecca,Lassiter,Sr,3.71,56,15479
62261,Jack,Weiner,Fr,3.88,81,1271
62262,Jan,Bishop,Sr,2.24,42,8093
62263,Deborah,Barbee,Sr,2.30,2,4954
62264,Ross,Higgins,Sr,1.25,41,16669
62265,Jeanne,Wilkinson,Sr,0.92,75,13729
62266,Patsy,Glenn,Sr,0.15,51,11288
62267,Tracy,Miller,Fr,3.92,3,5674
62268,Jack,Carlton,Jr,2.62,60,2137
62269,Wade,Hoffman,Jr,1.16,58,3262
62270,Claire,Herbert,Jr,3.54,77,12435
62271,Alex,Kuhn,Fr,1.06,15,16715
62272,Kay,Albright,Jr,2.36,45,9392
62273,Martin,Dudley,So,1.87,79,14349
62274,Heidi,Craft,So,2.62,53,6059
62275,Charles,Hwang,So,2.19,31,1573
62276,Phillip,Wolfe,Fr,2.95,60,5644
62277,Alfred,Beard,Fr,1.85,18,19901
62278,Joel,Ray,So,2.39,83,4075
62279,Betty,Bradford,Sr,2.78,50,21951
62280,Jerome,Ross,So,0.42,73,15464
62281,Nicholas,Diaz,Fr,2.14,42,2223
62282,Derek,Wrenn,Sr,1.10,52,23343
62283,Carrie,Nelson,Fr,1.18,21,11175
62284,Nicole,Byrd,Fr,0.55,71,1616
62285,Christian,Manning,Sr,1.77,20,9335
62286,Amanda,Garcia,Sr,0.71,51,6798
62287,Catherine,Horn,So,0.13,30,21505
62288,Lewis,Hardin,So,0.59,48,6681
62289,Sheila,Prince,Fr,1.07,12,24479
62290,Lewis,Reed,So,3.52,63,23838
62291,Doris,Blanton,So,1.01,58,24492
62292,Carrie,Kaplan,Fr,1.51,11,12829
62293,Rachel,Hall,Fr,1.79,43,9391
62294,Dianne,Cain,Jr,2.28,24,24732
62295,Edith,Boyer,Sr,0.19,66,4836
62296,Carole,Montgomery,Jr,3.02,45,22279
62297,Howard,Ellington,Jr,1.16,9,15309
62298,Gloria,Benton,So,1.99,44,7212
62299,Cynthia,Clayton,Sr,3.39,23,12909
62300,Anne,Francis,So,0.10,55,14868
62301,Vickie,Black,Sr,3.96,61,7871
62302,Jesse,Marsh,Sr,3.27,80,15256
62303,Tom,Glenn,So,0.13,31,21740
62304,Tracey,Fields,Fr,2.71,27,23819
62305,Pam,Zhao,Fr,1.79,46,3188
62306,Erik,Poole,Fr,1.83,45,2454
62307,Andrea,Vogel,Fr,1.39,69,19047
62308,Raymond,Bradshaw,Sr,0.35,8,22875
62309,Victor,Bailey,Fr,1.35,62,16363
62310,Calvin,Chan,So,3.37,24,20392
62311,Diane,Logan,So,3.51,79,18364
62312,Sandy,Finch,So,3.95,9,11656
62313,Gayle,Donnelly,Fr,1.27,13,427
62314,Penny,Pritchard,Fr,3.01,69,10143
62315,Randall,Logan,Jr,0.49,65,7407
62316,Matthew,MacDonald,Fr,1.35,67,15627
62317,Russell,Woodward,Sr,0.25,29,24374
62318,Kenneth,Pennington,Fr,2.84,2,11482
62319,Tracy,Singh,Fr,2.59,62,1341
62320,Vicki,Mathews,So,2.60,30,3873
62321,Ken,Goldstein,Fr,3.14,63,87
62322,Marlene,Barrett,Fr,0.85,10,29
62323,Neal,Marcus,Fr,1.81,57,17474
62324,Randy,Chappell,Fr,0.79,39,4447
62325,James,Britt,Jr,3.82,45,10420
62326,Judith,Winstead,Sr,3.05,14,2059
62327,Roger,Whitfield,Sr,2.84,25,8419
62328,Roberta,Watts,Sr,1.07,51,16875
62329,Alison,Camp,Sr,2.24,56,17266
62330,Susan,Coley,Jr,3.38,10,15022
62331,Milton,Haas,Fr,0.52,79,6085
62332,Alvin,Hoover,Jr,3.29,42,5948
62333,Lynda,Stuart,Jr,0.21,54,15061
62334,Hugh,Barrett,So,2.01,53,12262
62335,Bobby,Schwarz,Jr,3.10,30,17782
62336,Leroy,Denton,Fr,3.09,2,19370
62337,Gilbert,Cheng,Fr,2.31,52,18148
62338,Troy,Welsh,Jr,3.09,25,15267
62339,Gregory,Mitchell,Jr,2.92,54,12551
62340,Connie,Fletcher,So,1.51,55,2449
62341,Brian,Rose,So,3.77,1,814
62342,Nancy,Kim,Sr,1.62,62,15958
62343,Dolores,Lutz,Sr,2.70,14,4572
62344,Vincent,Lyons,So,3.85,57,9223
62345,Sylvia,Poe,Jr,1.68,40,17800
62346,Pam,Hewitt,Fr,0.89,39,11424
62347,David,Elliott,So,1.26,45,4972
62348,Dean,Buckley,Fr,1.85,10,19723
62349,Carlos,Allred,Fr,1.93,13,10765
62350,Bernard,Stanton,Fr,3.56,53,14886
62351,Gretchen,Barnett,Sr,1.99,43,8520
62352,Emma,Roy,So,3.10,53,7993
62353,Norma,Huffman,Fr,2.29,4,1364
62354,Ruby,Bond,Jr,2.04,61,14814
62355,Howard,Ashley,Sr,1.81,62,23085
62356,Darlene,Dixon,Fr,0.88,10,9087
62357,Ruby,Kenney,So,2.47,35,7765
62358,LeRoy,Knowles,Fr,3.25,32,7609
62359,Christopher,Small,Fr,1.30,13,8894
62360,Gilbert,Nicholson,Fr,1.84,75,1065
62361,Sidney,Keith,Jr,0.50,7,14795
62362,Mildred,Joyce,So,0.01,51,716
62363,Lynn,Michael,So,1.43,15,6914
62364,Kathryn,Lancaster,Fr,2.69,20,17135
62365,Alfred,Flynn,So,3.61,55,4431
62366,Samantha,Gay,Fr,1.10,14,5123
62367,Vincent,Francis,So,2.86,32,8930
62368,Cathy,Greer,So,2.38,74,14396
62369,Frances,Dyer,Fr,3.24,58,17712
62370,Philip,Chappell,So,3.68,1,3853
62371,Nicholas,Greer,Jr,1.21,41,8806
62372,Stuart,Peters,Sr,2.03,32,14883
62373,Stephanie,Hendricks,So,0.43,25,1853
62374,Martin,Morgan,Jr,0.13,47,876
62375,Stacy,Aycock,Jr,0.36,51,4212
62376,Fred,Hoover,So,2.47,60,1002
62377,Maurice,Rubin,Jr,2.13,62,325
62378,Lynne,O'Neill,Jr,0.18,6,14145
62379,Lester,Kinney,Jr,0.59,23,20499
62380,Lynda,Stafford,Sr,3.29,35,11248
62381,Stuart,Lamm,Fr,1.38,51,18887
62382,Sam,Finch,So,0.23,77,13698
62383,Michael,Waller,Sr,0.33,62,15603
62384,June,Cohen,Sr,0.06,26,11954
62385,Edward,Wade,Jr,0.13,35,1679
62386,Billy,Pollard,So,0.45,29,23161
62387,Carole,Dillon,Jr,3.01,20,18189
62388,Annie,Richards,Sr,3.34,74,8188
62389,April,Lang,Jr,3.89,26,15702
62390,Lauren,Womble,Jr,3.70,61,23987
62391,Brett,Watts,Sr,2.52,65,10179
62392,Ellen,Bowen,So,3.34,16,18910
62393,Joshua,Bass,Jr,1.89,35,2954
62394,Justin,Graham,Jr,2.45,61,2851
62395,Connie,Joyce,Jr,3.07,27,10122
62396,Joe,Hoover,Fr,3.74,77,11734
62397,Seth,Nash,So,1.44,24,22681
62398,Lois,Reese,Fr,2.61,53,4549
62399,Ralph,Graham,Fr,1.61,25,7205
62400,Malcolm,Buchanan,Jr,2.65,38,337
62401,Kevin,Larson,Sr,3.86,31,20831
62402,Rosemary,Barbour,Jr,2.97,41,10220
62403,Randy,Hicks,Jr,2.49,37,11947
62404,Gregory,Woods,So,0.33,26,21066
62405,Lori,Dunlap,Fr,1.76,42,13497
62406,Jeffrey,Adams,So,0.58,45,1473
62407,Vernon,Washington,Fr,0.27,47,1797
62408,Monica,Barker,Fr,1.55,15,21717
62409,Harry,Davidson,Sr,3.16,46,20380
62410,Brenda,Zhang,So,1.69,25,22107
62411,Caroline,Dale,Fr,0.81,17,2683
62412,Bob,McKee,Fr,2.56,19,20695
62413,Hazel,Smith,Jr,1.76,82,7089
62414,Carla,Cannon,Jr,3.75,64,15528
62415,Nancy,Hoffman,Sr,2.92,3,9340
